DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;25276;LUIZ ZUIANI DR;8;21
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25297;STELA MACHADO;1;4
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;25297;STELA MACHADO;1;1
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;25306;TORQUATO MINHOTO;3;5
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;25318;JOSE VIRANDA PROF;1;2
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25318;JOSE VIRANDA PROF;2;12
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25410;HENRIQUE BERTOLUCCI PROF;3;13
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25434;LUIZ BRAGA PROF;2;8
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;25446;LUIZ CASTANHO DE ALMEIDA PROF;2;5
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;25458;MORAIS PACHECO PROF;4;11
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;25461;SILVERIO SAO JOAO PROF;2;4
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25471;ANA ROSA ZUICKER DANNUNZIATA PROFA;2;6
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;25471;ANA ROSA ZUICKER DANNUNZIATA PROFA;2;9
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;25483;CAROLINA LOPES DE ALMEIDA PROFA;1;3
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;25495;MERCEDES PAZ BUENO PROFA;1;3
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;25495;MERCEDES PAZ BUENO PROFA;3;10
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;25495;MERCEDES PAZ BUENO PROFA;3;14
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25513;JOAQUIM DE MICHIELI PROF;2;7
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DF - CRPE;8;25537;ERNESTO MONTE;1;2
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;25537;ERNESTO MONTE;2;5
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;25537;ERNESTO MONTE;5;20
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25549;GUIA LOPES;2;8
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25574;FRANCISCO ANTUNES PROF;2;9
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;25598;CHRISTINO CABRAL PROF;1;2
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;25598;CHRISTINO CABRAL PROF;2;6
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;40939;CARLOS CHAGAS DR;5;32
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;42936;ARMINDA SBRISSIA IRMA;2;6
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;42936;ARMINDA SBRISSIA IRMA;2;2
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;43597;AZARIAS LEITE;1;1
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;44064;JOSE RANIERI PROF;1;1
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;49645;FRANCISCO ALVES BRIZOLA PROF;2;7
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;49645;FRANCISCO ALVES BRIZOLA PROF;2;6
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;70634;SUELI APARECIDA SE ROSA PROFA;3;8
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;70634;SUELI APARECIDA SE ROSA PROFA;1;2
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;71161;SEBASTIANA VALDIRIA PEREIRA DA SILVA PROFA;2;5
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;441818;RAYMI OLIVEIRA BAPTISTA PEREIRA PROFESSORA;2;9
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;462724;HENRIQUE ROCHA DE ANDRADE PROFESSOR;2;6
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;900229;DURVAL GUEDES DE AZEVEDO PROF;4;19
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;900990;ANTONIO GUEDES DE AZEVEDO PROF;3;6
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;900990;ANTONIO GUEDES DE AZEVEDO PROF;2;2
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;901003;ANTONIO FERREIRA DE MENEZES VEREADOR;3;6
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;901015;EDISON BASTOS GASPARINI PREF;3;6
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;913765;LUIZ CARLOS GOMES;1;3
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;913765;LUIZ CARLOS GOMES;1;1
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;917655;JOAO SIMOES NETTO PROF;2;6
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;919123;JOAO PEDRO FERNANDES;2;3
BAURU;BAURU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;920484;MARTA APARECIDA HJERTQUIST BARBOSA PROFA;5;29
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;921373;MARIA APARECIDA MASCHIETTO OKAZAKI PROFESSORA;3;7
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;925263;ANTONIO JORGE LIMA PADRE;4;8
BAURU;DUARTINA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;25331;BENEDITO GEBARA;1;1
BAURU;DUARTINA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;25331;BENEDITO GEBARA;4;11
BAURU;LENCOIS PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;25896;VIRGILIO CAPOANI;4;16
BAURU;LENCOIS PAULISTA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;25902;LEONINA ALVES CONEGLIAN PROFA;3;9
BAURU;LENCOIS PAULISTA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;25902;LEONINA ALVES CONEGLIAN PROFA;1;4
BAURU;LENCOIS PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;38064;RUBENS PIETRAROIA;6;21
BAURU;PIRAJUI;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;26136;ALFREDO PUJOL DR;6;21
BAURU;PRESIDENTE ALVES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;44076;MARIA APARECIDA COIMBRA PROFA;5;9
BIRIGUI;BIRIGUI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;905926;RICARDO PERUZZO PROFESSOR;1;1
BOTUCATU;AREIOPOLIS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;14904;PEDRO AUGUSTO BARRETO PROF;1;6
BOTUCATU;BOTUCATU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;14795;LUCIO ANTUNES DE SOUZA DOM;1;3
BOTUCATU;BOTUCATU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;14850;JOAO QUEIROZ MARQUES PROF;5;29
BOTUCATU;BOTUCATU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;14874;ARMANDO DE SALLES OLIVEIRA DR;3;13
BOTUCATU;BOTUCATU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;14941;PEDRO TORRES PROF;2;7
BOTUCATU;BOTUCATU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;14941;PEDRO TORRES PROF;4;20
BOTUCATU;BOTUCATU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;14941;PEDRO TORRES PROF;2;10
BOTUCATU;CESARIO LANGE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;16718;ARISTEU VASCONCELLOS LEITE;5;24
BOTUCATU;LARANJAL PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;16536;CESARIO CARLOS DE ALMEIDA;2;4
BOTUCATU;PEREIRAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;16445;EGILDO PASCHOALUCCI VEREADOR;3;14
BOTUCATU;PORANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;16512;ALDO ANGELINI;5;28
BOTUCATU;PRATANIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;39697;MARIA APARECIDA JUSTO SALVADOR PROFA;5;25
BOTUCATU;SAO MANUEL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;39688;MARIA BENEDITA DE ALMEIDA BAIDA PROFA;3;14
BOTUCATU;SAO MANUEL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;49273;FRANCISCO DE OLIVEIRA FARACO PROF;2;13
BRAGANCA PAULISTA;ATIBAIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;17887;MARIA DO CARMO BARBOSA PROFESSORA;7;15
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17917;GABRIEL DA SILVA PROFESSOR;2;12
BRAGANCA PAULISTA;ATIBAIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;17929;ZILAH BARRETO PACITTI PROFESSORA;6;17
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;47077;ARACY BUENO CONTI PROFESSORA;1;2
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;47077;ARACY BUENO CONTI PROFESSORA;3;14
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;47077;ARACY BUENO CONTI PROFESSORA;2;4
BRAGANCA PAULISTA;ATIBAIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;47089;IZOLINA PATROCINIO DE LIMA PROFESSORA;4;9
BRAGANCA PAULISTA;ATIBAIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;49924;FULVIA MARIA APARECIDA CANCHERINI FAZZIO PROFESSORA;6;13
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;498452;JULIO CESAR FLORIDO RAFAELI PROFESSOR;2;8
BRAGANCA PAULISTA;ATIBAIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;903848;CARLOS JOSE RIBEIRO PROFESSOR;7;19
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;17760;CASPER LIBERO;1;1
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17760;CASPER LIBERO;4;20
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;17760;CASPER LIBERO;2;5
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;434814;BRUNO FLORENZANO PROFESSOR;3;7
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;921185;FERNANDO AMOS SIRIANI DR;2;4
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;921185;FERNANDO AMOS SIRIANI DR;1;1
BRAGANCA PAULISTA;JOANOPOLIS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;17814;JOAO ERNESTO FIGUEIREDO;1;3
BRAGANCA PAULISTA;NAZARE PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;17848;FRANCISCO DEROSA;1;1
BRAGANCA PAULISTA;NAZARE PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17848;FRANCISCO DEROSA;2;13
BRAGANCA PAULISTA;NAZARE PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;17848;FRANCISCO DEROSA;1;1
BRAGANCA PAULISTA;PIRACAIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;17851;JOAO DE MORAES GOES;1;3
BRAGANCA PAULISTA;PIRACAIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;17851;JOAO DE MORAES GOES;1;1
BRAGANCA PAULISTA;SOCORRO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17735;NARCISO PIERONI;3;18
BRAGANCA PAULISTA;TUIUTI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;17796;JOSE TAVARES PROFESSOR;2;5
CAIEIRAS;CAIEIRAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;901805;DR MARIO TOLEDO DE MORAES;2;10
CAIEIRAS;CAIEIRAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;921002;ALADINO POLON;4;15
CAIEIRAS;CAJAMAR;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;5538;SUZANA DIAS;2;8
CAIEIRAS;FRANCISCO MORATO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;288408;CHACARA CAMPONESA JARDIM VASSOURAS;4;28
CAIEIRAS;FRANCISCO MORATO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;915233;BUENO DE AZEVEDO FILHO PROF;3;19
CAIEIRAS;FRANCISCO MORATO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;921026;PEDRO PAULO DE AGUIAR;4;23
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;5712;BENEDITO FAGUNDES MARQUES;2;7
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;5769;IRACI SARTORI VIEIRA DA SILVA PROFA;4;24
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;902676;PAULO DUARTE;1;7
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;921038;LUIZ ALEXANDRE DOS SANTOS VEREADOR;3;16
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;925482;ZILTON BICUDO PROF;2;13
CAIEIRAS;MAIRIPORA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;5685;HERMELINA DE ALBUQUERQUE PASSARELLA PROFA;3;19
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18065;CASTORINA CAVALHEIRO DONA;2;6
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;18065;CASTORINA CAVALHEIRO DONA;1;7
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18077;FIRMINO GONCALVES SILVEIRA CORONEL;3;7
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18107;FRANCISCO BARRETO LEME;4;24
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18120;LUIS GONZAGA DE MOURA MONSENHOR;3;21
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;18193;DORA MARIA MACIEL DE CASTRO KANSO PROFESSORA;3;8
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18200;ANA RITA GODINHO POUSA PROFESSORA;5;27
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18211;JOSE VILAGELIN NETO PROFESSOR;2;9
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;18235;JOAO LOURENCO RODRIGUES PROFESSOR;3;7
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18235;JOAO LOURENCO RODRIGUES PROFESSOR;3;14
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18247;FRANCISCO GLICERIO;1;7
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18260;ADALBERTO PRADO E SILVA PROFESSOR;2;9
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;18302;CARLOS GOMES;2;6
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18302;CARLOS GOMES;4;20
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;18302;CARLOS GOMES;2;3
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18314;ANIBAL DE FREITAS PROFESSOR;2;4
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;18314;ANIBAL DE FREITAS PROFESSOR;2;4
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18348;ARTUR SEGURADO;5;12
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18387;REGINA COUTINHO NOGUEIRA;3;11
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18399;JOAQUIM FERREIRA LIMA PROFESSOR;1;6
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;18399;JOAQUIM FERREIRA LIMA PROFESSOR;2;4
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;18429;BENEDITO SAMPAIO PROFESSOR;3;9
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18454;FABIO FARIA DE SYLLOS PROFESSOR;3;6
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18533;31 DE MARCO;2;13
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18545;SOPHIA VELTER SALGADO PROFESSORA;4;12
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18557;ARY MONTEIRO GALVAO PROFESSOR;2;4
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18570;JOSE MARIA MATOSINHO;1;2
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18582;JOSE PEDRO DE OLIVEIRA;3;11
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18703;ANDRE FORT PROFESSOR;2;10
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18788;HERCY MORAES PROFESSORA;3;12
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;18806;FELIPE CANTUSIO;4;12
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18818;CASTINAUTA DE BARROS MELLO E ALBUQUERQUE PROFESSORA;6;30
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;18867;FRANCISCO ALVARES PROFESSOR;1;2
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;18880;CARLOS FRANCISCO DE PAULA PROFESSOR;1;3
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;18922;GUIDO SEGALHO;3;12
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;18922;GUIDO SEGALHO;2;10
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;18934;CONSUELO FREIRE BRANDAO PROFESSORA;1;4
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;35907;DANTE ALIGHIERI VITA PROFESSOR;2;6
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;37148;CARLOS ARAUJO PIMENTEL PROFESSOR DOUTOR;3;13
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;40861;LEONOR ZUHLKE FALSON PROFESSORA;1;1
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;47193;ROQUE DE MAGALHAES BARROS PROFESSOR;2;6
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;65785;MARIA DE LOURDES BORDINI PROFESSORA;3;10
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;903875;MOACYR SANTOS DE CAMPOS PROFESSOR;2;8
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;903887;WASHINGTON JOSE DE LACERDA ORTIZ PROFESSOR;1;1
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;903887;WASHINGTON JOSE DE LACERDA ORTIZ PROFESSOR;2;5
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;905458;JULIA LUIZ RUETE;3;10
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;912924;EUNICE VIRGINIA RAMOS NAVERO PROFESSORA;2;7
